Date,Customer_ID,Product_ID,Time_Spent_On_Ads,Ads_ID,Daily_Internet_Usage,Number_ClicksAds,Number_ProductBought,Modified_Date
2017-06-04,4332,9598,11,3267,9.6,10,3,2021_08_06-03_32_20_PM
2017-03-17,15193,15858,13,592,4.1,17,5,2021_08_06-03_32_20_PM
2017-01-10,5457,23588,13,2123,9.8,7,2,2021_08_06-03_32_20_PM
2017-02-26,30377,13325,14,2657,2.5,24,2,2021_08_06-03_32_20_PM
2017-06-23,48477,28226,8,3720,9.5,5,2,2021_08_06-03_32_20_PM
2017-04-30,32941,3202,14,4726,5.1,22,4,2021_08_06-03_32_20_PM
2017-05-10,26956,11163,11,4132,1.6,23,0,2021_08_06-03_32_20_PM
2017-08-20,39804,29639,12,9722,7.9,3,3,2021_08_06-03_32_20_PM
2017-08-16,15672,4807,9,2657,2.5,7,2,2021_08_06-03_32_20_PM
2017-01-02,9592,3355,11,2123,4.8,10,0,2021_08_06-03_32_20_PM
2017-06-09,59460,9181,13,6864,2.8,27,2,2021_08_06-03_32_20_PM
2017-07-31,61663,17632,7,1565,2.1,25,5,2021_08_06-03_32_20_PM
2017-08-18,18946,22664,9,6667,5.4,9,5,2021_08_06-03_32_20_PM
2017-11-26,59460,6320,14,2154,5.1,4,3,2021_08_06-03_32_20_PM
2017-04-24,73163,4710,6,2657,7.7,8,2,2021_08_06-03_32_20_PM
2017-02-20,29275,20696,7,3743,8.7,3,1,2021_08_06-03_32_20_PM
2017-10-19,90529,5943,10,9869,9.4,9,2,2021_08_06-03_32_20_PM
2017-05-16,1193,11878,12,605,9.5,7,3,2021_08_06-03_32_20_PM
2017-11-20,49011,8321,6,3510,7.7,2,3,2021_08_06-03_32_20_PM
2017-04-20,36779,16250,5,4132,9.4,3,4,2021_08_06-03_32_20_PM
2017-03-30,29275,2218,10,3983,1.2,2,4,2021_08_06-03_32_20_PM
2017-06-29,1699,22116,1,9280,1.8,4,0,2021_08_06-03_32_20_PM
2017-11-06,89155,18833,9,6177,4.4,14,5,2021_08_06-03_32_20_PM
2017-08-27,53182,19468,2,3366,3.1,22,5,2021_08_06-03_32_20_PM
2017-10-09,1699,922,9,6864,4.4,23,4,2021_08_06-03_32_20_PM
2017-07-15,9592,9838,2,4726,1.9,20,5,2021_08_06-03_32_20_PM
2017-06-27,71943,14072,12,5198,5.5,10,5,2021_08_06-03_32_20_PM
2017-08-31,59460,3963,15,4644,9.6,14,2,2021_08_06-03_32_20_PM
2017-09-24,80796,2785,8,5483,6.0,26,1,2021_08_06-03_32_20_PM
2017-02-23,78288,19098,9,4644,9.8,27,4,2021_08_06-03_32_20_PM
2017-11-16,26956,4751,8,3366,6.8,7,0,2021_08_06-03_32_20_PM
2017-11-08,1841,3739,12,1984,4.3,14,5,2021_08_06-03_32_20_PM
2017-12-07,83108,12169,1,3510,2.1,20,4,2021_08_06-03_32_20_PM
2017-09-14,15464,13044,13,3366,3.9,28,1,2021_08_06-03_32_20_PM
2017-05-03,752,16894,6,4726,6.7,30,4,2021_08_06-03_32_20_PM
2017-11-22,50743,15858,11,3366,8.7,30,0,2021_08_06-03_32_20_PM
2017-10-01,45060,27467,11,3743,5.3,15,2,2021_08_06-03_32_20_PM
2017-01-11,50743,20465,14,9445,6.9,3,4,2021_08_06-03_32_20_PM
2017-12-24,37936,9344,1,2701,2.6,2,0,2021_08_06-03_32_20_PM
2017-10-22,77407,21382,7,3743,7.0,24,2,2021_08_06-03_32_20_PM
2017-10-27,36779,12190,11,7916,3.0,25,0,2021_08_06-03_32_20_PM
2017-02-18,37585,14807,2,2471,6.8,19,0,2021_08_06-03_32_20_PM
2017-12-24,1417,14487,13,9651,8.5,8,3,2021_08_06-03_32_20_PM
2017-10-01,45060,3011,4,3983,1.9,15,3,2021_08_06-03_32_20_PM
2017-09-13,15021,12000,11,3541,2.1,2,0,2021_08_06-03_32_20_PM
2017-10-26,71577,11007,12,4724,9.5,8,0,2021_08_06-03_32_20_PM
2017-01-24,32941,22972,12,7916,4.1,2,1,2021_08_06-03_32_20_PM
2017-09-11,78288,3489,2,2123,5.5,9,2,2021_08_06-03_32_20_PM
2017-12-06,4332,28359,10,9777,5.7,3,4,2021_08_06-03_32_20_PM
2017-02-23,13676,489,12,1673,8.2,15,4,2021_08_06-03_32_20_PM
2017-12-13,15193,14790,6,5465,7.2,5,3,2021_08_06-03_32_20_PM
2017-03-30,80796,24835,13,4505,7.3,2,2,2021_08_06-03_32_20_PM
2017-10-29,752,4172,2,5465,6.8,2,2,2021_08_06-03_32_20_PM
2017-11-06,15193,23717,11,6667,5.1,27,0,2021_08_06-03_32_20_PM
2017-06-16,71447,4305,12,3720,6.4,10,3,2021_08_06-03_32_20_PM
2017-08-04,61517,25141,10,2123,3.7,21,5,2021_08_06-03_32_20_PM
2017-05-29,15021,12000,8,605,5.0,5,2,2021_08_06-03_32_20_PM
2017-12-20,87548,21213,6,9280,7.8,28,2,2021_08_06-03_32_20_PM
2017-08-31,13676,22308,13,1565,6.2,1,3,2021_08_06-03_32_20_PM
2017-01-10,50743,22799,7,3541,4.3,11,2,2021_08_06-03_32_20_PM
2017-11-13,75135,12310,5,9445,7.2,13,3,2021_08_06-03_32_20_PM
2017-08-14,87198,14331,9,9280,9.4,5,3,2021_08_06-03_32_20_PM
2017-10-19,78366,27326,6,3720,9.6,29,1,2021_08_06-03_32_20_PM
2017-12-05,56103,26935,9,9841,7.1,11,1,2021_08_06-03_32_20_PM
2017-06-24,18946,29314,4,9651,2.3,21,2,2021_08_06-03_32_20_PM
2017-03-29,7523,28310,11,7515,5.9,5,1,2021_08_06-03_32_20_PM
2017-05-09,22482,8818,4,2701,4.6,23,5,2021_08_06-03_32_20_PM
2017-08-24,80796,17301,8,9651,6.3,15,2,2021_08_06-03_32_20_PM
2017-12-03,66000,202,6,4724,2.2,29,4,2021_08_06-03_32_20_PM
2017-03-02,48477,5523,6,2160,6.9,21,2,2021_08_06-03_32_20_PM
2017-03-18,53166,26820,12,2154,4.5,20,3,2021_08_06-03_32_20_PM
2017-11-09,30377,19468,5,3983,7.7,4,0,2021_08_06-03_32_20_PM
2017-07-02,1841,17768,3,9651,9.0,29,2,2021_08_06-03_32_20_PM
2017-12-03,39804,24412,11,2657,2.0,8,0,2021_08_06-03_32_20_PM
2017-09-15,22482,17632,1,4644,6.1,13,4,2021_08_06-03_32_20_PM
2017-02-23,77766,9344,9,9869,2.7,26,2,2021_08_06-03_32_20_PM
2017-03-07,32941,3274,10,9869,6.1,19,3,2021_08_06-03_32_20_PM
2017-06-19,85095,27908,8,9280,9.7,24,2,2021_08_06-03_32_20_PM
2017-04-23,18946,5528,1,1984,3.9,20,3,2021_08_06-03_32_20_PM
2017-06-21,7523,44,7,592,6.3,25,3,2021_08_06-03_32_20_PM
2017-04-04,21255,8236,15,9722,8.3,10,0,2021_08_06-03_32_20_PM
2017-12-12,1193,24618,12,3983,8.0,4,0,2021_08_06-03_32_20_PM
2017-03-04,64906,14790,8,6793,7.9,17,3,2021_08_06-03_32_20_PM
2017-10-30,37585,25966,13,1984,8.8,5,3,2021_08_06-03_32_20_PM
2017-02-07,2566,1272,1,3510,1.4,14,5,2021_08_06-03_32_20_PM
2017-01-19,5457,8672,5,9841,1.0,13,2,2021_08_06-03_32_20_PM
2017-03-03,13831,5665,10,5465,5.9,22,2,2021_08_06-03_32_20_PM
2017-11-08,44126,9344,12,2123,3.6,19,5,2021_08_06-03_32_20_PM
2017-09-04,32941,4734,3,7403,6.6,20,4,2021_08_06-03_32_20_PM
2017-11-24,33996,3313,15,7403,4.7,29,2,2021_08_06-03_32_20_PM
2017-08-30,20317,9456,12,5186,6.7,22,3,2021_08_06-03_32_20_PM
2017-12-23,72009,26960,6,6256,3.8,30,3,2021_08_06-03_32_20_PM
2017-06-05,4332,23627,14,5483,5.0,12,2,2021_08_06-03_32_20_PM
2017-08-16,85936,24257,12,4132,9.4,8,2,2021_08_06-03_32_20_PM
2017-05-05,79236,11878,14,6157,5.9,13,5,2021_08_06-03_32_20_PM
2017-12-11,86261,7647,10,4726,9.6,28,4,2021_08_06-03_32_20_PM
2017-10-02,86261,17572,5,1867,3.8,18,0,2021_08_06-03_32_20_PM
2017-03-08,56103,23448,12,1984,1.9,2,1,2021_08_06-03_32_20_PM
2017-02-24,22482,19120,2,4132,5.1,20,2,2021_08_06-03_32_20_PM
2017-02-14,44126,9344,5,6667,2.0,13,0,2021_08_06-03_32_20_PM
2017-09-19,16768,29597,13,9869,5.0,17,2,2021_08_06-03_32_20_PM
2017-12-29,1841,3829,1,1673,7.3,10,1,2021_08_06-03_32_20_PM
2017-03-11,67323,7429,13,2657,1.0,4,3,2021_08_06-03_32_20_PM
2017-02-01,64908,8482,9,9777,7.0,23,1,2021_08_06-03_32_20_PM
2017-09-11,91126,14687,9,3510,1.2,9,2,2021_08_06-03_32_20_PM
2017-08-09,22482,7403,6,3743,7.9,15,0,2021_08_06-03_32_20_PM
2017-11-24,53182,4305,12,6667,8.2,17,3,2021_08_06-03_32_20_PM
2017-10-03,7523,16162,2,4132,3.9,20,2,2021_08_06-03_32_20_PM
2017-05-08,1417,9344,3,3510,1.0,18,0,2021_08_06-03_32_20_PM
2017-02-19,77766,2046,15,7515,9.5,28,5,2021_08_06-03_32_20_PM
2017-09-01,59219,2792,1,7916,5.3,9,3,2021_08_06-03_32_20_PM
2017-01-06,13676,10886,3,6667,8.1,20,5,2021_08_06-03_32_20_PM
2017-07-08,61517,3355,15,3267,5.1,4,2,2021_08_06-03_32_20_PM
2017-10-11,1804,3161,4,605,1.1,10,2,2021_08_06-03_32_20_PM
2017-12-03,44126,10965,2,7793,5.7,7,3,2021_08_06-03_32_20_PM
2017-02-15,67323,2129,1,1984,5.0,26,0,2021_08_06-03_32_20_PM
2017-10-04,21255,2001,12,1867,3.3,26,1,2021_08_06-03_32_20_PM
2017-01-07,72692,7693,5,7793,5.3,27,0,2021_08_06-03_32_20_PM
2017-05-16,36779,25141,6,3412,8.3,18,1,2021_08_06-03_32_20_PM
2017-03-03,80796,17544,15,9280,1.5,29,3,2021_08_06-03_32_20_PM
2017-10-19,13831,28279,13,7515,6.0,10,5,2021_08_06-03_32_20_PM
2017-09-08,20317,24276,4,3510,1.4,23,0,2021_08_06-03_32_20_PM
2017-01-11,79236,23175,5,2471,4.1,19,4,2021_08_06-03_32_20_PM
2017-08-12,29275,6521,5,6667,6.7,12,2,2021_08_06-03_32_20_PM
2017-04-21,73163,12621,1,9841,1.1,19,4,2021_08_06-03_32_20_PM
2017-10-18,22482,17041,10,1673,8.4,13,2,2021_08_06-03_32_20_PM
2017-07-07,75135,3739,4,2123,1.6,5,2,2021_08_06-03_32_20_PM
2017-04-19,21255,25005,11,4132,4.7,6,4,2021_08_06-03_32_20_PM
2017-11-09,59981,17711,12,3983,7.8,19,5,2021_08_06-03_32_20_PM
2017-03-07,61663,1025,7,9159,1.8,27,3,2021_08_06-03_32_20_PM
2017-03-18,78366,17803,12,6177,8.8,15,2,2021_08_06-03_32_20_PM
2017-08-18,13831,14077,1,3412,8.9,26,1,2021_08_06-03_32_20_PM
2017-03-12,72692,20852,1,9869,9.6,24,1,2021_08_06-03_32_20_PM
2017-03-03,54443,4121,6,6864,10.0,2,0,2021_08_06-03_32_20_PM
2017-06-21,19918,29166,8,2471,8.3,19,5,2021_08_06-03_32_20_PM
2017-10-11,32941,1176,6,3267,4.5,15,0,2021_08_06-03_32_20_PM
2017-04-23,1841,222,5,5465,4.0,18,1,2021_08_06-03_32_20_PM
2017-06-04,72692,21124,7,4644,4.8,16,1,2021_08_06-03_32_20_PM
2017-02-05,83027,16958,1,3267,6.2,16,4,2021_08_06-03_32_20_PM
2017-08-12,16687,23602,3,4644,3.2,1,1,2021_08_06-03_32_20_PM
2017-05-06,85936,18840,2,4132,6.7,26,0,2021_08_06-03_32_20_PM
2017-04-27,59227,7401,11,6157,3.3,16,1,2021_08_06-03_32_20_PM
2017-01-21,71577,8258,1,6667,7.5,14,1,2021_08_06-03_32_20_PM
2017-01-04,78366,9598,8,6177,9.1,18,0,2021_08_06-03_32_20_PM
2017-03-05,87548,8258,8,4644,4.5,24,2,2021_08_06-03_32_20_PM
2017-01-14,36779,28701,4,7916,6.1,15,4,2021_08_06-03_32_20_PM
2017-09-08,64908,20076,4,9841,0.6,30,3,2021_08_06-03_32_20_PM
2017-06-20,1699,8321,15,3366,3.1,22,1,2021_08_06-03_32_20_PM
2017-09-16,73163,21850,9,9869,4.4,28,2,2021_08_06-03_32_20_PM
2017-09-06,53166,12806,13,592,4.7,13,2,2021_08_06-03_32_20_PM
2017-09-26,85095,25005,9,6667,9.8,18,3,2021_08_06-03_32_20_PM
2017-07-21,9592,16280,5,6667,8.1,7,2,2021_08_06-03_32_20_PM
2017-04-08,77407,11745,7,9651,4.4,25,3,2021_08_06-03_32_20_PM
2017-07-16,89155,8654,15,6256,4.1,4,5,2021_08_06-03_32_20_PM
2017-01-19,15193,7693,10,1984,9.0,19,3,2021_08_06-03_32_20_PM
2017-12-10,16768,5211,15,2701,4.7,13,1,2021_08_06-03_32_20_PM
2017-12-03,69212,2124,15,4823,10.0,13,1,2021_08_06-03_32_20_PM
2017-10-24,44126,13325,14,3983,4.3,22,5,2021_08_06-03_32_20_PM
2017-07-23,72009,18833,2,6177,5.5,14,1,2021_08_06-03_32_20_PM
2017-03-06,29275,8711,13,3366,10.0,14,4,2021_08_06-03_32_20_PM
2017-03-24,71943,7861,9,592,2.7,17,2,2021_08_06-03_32_20_PM
2017-09-30,30377,9050,4,9841,3.8,6,2,2021_08_06-03_32_20_PM
2017-06-04,52157,7154,5,3541,8.7,7,1,2021_08_06-03_32_20_PM
2017-02-10,24684,15796,4,6864,0.6,13,0,2021_08_06-03_32_20_PM
2017-10-15,1110,20575,14,4644,7.0,15,0,2021_08_06-03_32_20_PM
2017-03-15,39804,13463,3,2471,3.2,5,2,2021_08_06-03_32_20_PM
2017-08-19,82994,10156,7,3510,9.5,30,3,2021_08_06-03_32_20_PM
2017-10-31,77407,30210,12,2701,3.1,18,5,2021_08_06-03_32_20_PM
2017-06-19,1193,13010,7,1673,5.7,29,0,2021_08_06-03_32_20_PM
2017-05-19,9592,23862,3,3541,6.8,11,0,2021_08_06-03_32_20_PM
2017-07-25,87316,14715,8,9722,1.8,26,2,2021_08_06-03_32_20_PM
2017-11-01,752,29665,7,9159,6.3,17,3,2021_08_06-03_32_20_PM
2017-02-13,78366,5943,6,9159,9.6,3,3,2021_08_06-03_32_20_PM
2017-08-11,33996,24412,4,3379,1.8,8,1,2021_08_06-03_32_20_PM
2017-12-07,69212,16328,1,3366,6.4,7,3,2021_08_06-03_32_20_PM
2017-04-02,1804,23519,15,4726,7.1,12,2,2021_08_06-03_32_20_PM
2017-08-03,64906,3186,9,3379,1.7,22,1,2021_08_06-03_32_20_PM
2017-01-06,72692,15571,7,9651,6.1,15,3,2021_08_06-03_32_20_PM
2017-11-04,28737,20023,9,7403,1.5,11,2,2021_08_06-03_32_20_PM
2017-11-01,72009,6833,10,3412,7.5,14,0,2021_08_06-03_32_20_PM
2017-11-08,84219,13043,15,3510,8.3,7,2,2021_08_06-03_32_20_PM
2017-02-14,16768,23175,12,2123,7.8,28,4,2021_08_06-03_32_20_PM
2017-01-25,66244,30093,12,6157,4.8,5,4,2021_08_06-03_32_20_PM
2017-07-28,87316,15135,14,3352,4.6,29,0,2021_08_06-03_32_20_PM
2017-03-15,77766,11192,4,2123,5.5,19,1,2021_08_06-03_32_20_PM
2017-11-29,87198,18351,14,7793,4.2,8,3,2021_08_06-03_32_20_PM
2017-06-26,72009,21850,12,3352,5.4,23,5,2021_08_06-03_32_20_PM
2017-04-18,16768,7154,11,2471,6.6,27,5,2021_08_06-03_32_20_PM
2017-03-05,1699,18336,7,3541,2.0,12,0,2021_08_06-03_32_20_PM
2017-09-07,66000,14646,13,4132,5.0,11,1,2021_08_06-03_32_20_PM
2017-11-23,28737,15796,4,9722,6.1,15,2,2021_08_06-03_32_20_PM
2017-08-25,15193,17711,7,3379,7.1,12,3,2021_08_06-03_32_20_PM
2017-06-20,1804,28955,10,9869,8.3,29,5,2021_08_06-03_32_20_PM
2017-07-17,61663,10510,11,4726,3.8,5,3,2021_08_06-03_32_20_PM
2017-03-15,9592,9838,2,9869,8.1,10,4,2021_08_06-03_32_20_PM
2017-01-12,87548,17711,10,4644,1.4,2,2,2021_08_06-03_32_20_PM
2017-12-01,79236,2785,7,6864,0.6,8,4,2021_08_06-03_32_20_PM
2017-11-12,37585,26625,7,3983,9.3,20,3,2021_08_06-03_32_20_PM
2017-12-06,77078,11485,2,6256,9.1,24,2,2021_08_06-03_32_20_PM
2017-06-23,27089,18336,14,5186,6.4,10,0,2021_08_06-03_32_20_PM
2017-07-20,80796,4655,13,605,4.1,10,4,2021_08_06-03_32_20_PM
2017-03-02,78288,14487,1,9777,9.7,25,5,2021_08_06-03_32_20_PM
2017-09-08,85936,6709,14,9159,6.3,4,3,2021_08_06-03_32_20_PM
2017-06-23,71447,1269,7,7515,5.6,16,2,2021_08_06-03_32_20_PM
2017-03-15,21255,5782,6,3267,3.8,4,1,2021_08_06-03_32_20_PM
2017-12-01,52157,12190,3,592,4.3,27,0,2021_08_06-03_32_20_PM
2017-03-27,65391,11870,10,9445,9.3,28,1,2021_08_06-03_32_20_PM
2017-01-17,53182,14111,3,1984,1.3,11,1,2021_08_06-03_32_20_PM
2017-02-20,78288,26659,6,7515,8.6,15,2,2021_08_06-03_32_20_PM
2017-09-03,1841,17082,12,6256,3.4,16,4,2021_08_06-03_32_20_PM
2017-07-28,72009,19468,15,6256,4.0,19,0,2021_08_06-03_32_20_PM
2017-11-25,71577,1095,4,3412,3.0,26,2,2021_08_06-03_32_20_PM
2017-11-04,54443,12310,2,4724,1.9,19,2,2021_08_06-03_32_20_PM
2017-11-03,59219,29762,3,5465,5.1,14,0,2021_08_06-03_32_20_PM
2017-09-18,5761,30049,2,2657,5.0,17,5,2021_08_06-03_32_20_PM
2017-10-03,11281,17234,8,9445,0.8,15,0,2021_08_06-03_32_20_PM
2017-04-20,28737,8765,2,5483,3.5,28,4,2021_08_06-03_32_20_PM
2017-11-19,1699,4030,6,9159,7.1,20,4,2021_08_06-03_32_20_PM
2017-04-22,15464,17572,13,3379,3.8,23,1,2021_08_06-03_32_20_PM
2017-05-11,90529,22116,9,1984,6.3,19,4,2021_08_06-03_32_20_PM
2017-07-23,1841,26423,7,1565,5.6,5,3,2021_08_06-03_32_20_PM
2017-06-23,78366,11417,14,5186,6.2,27,3,2021_08_06-03_32_20_PM
2017-03-10,22482,29762,14,3983,1.0,9,4,2021_08_06-03_32_20_PM
2017-10-30,64908,9598,4,6256,1.2,20,2,2021_08_06-03_32_20_PM
2017-08-28,16768,29762,14,7793,4.9,23,4,2021_08_06-03_32_20_PM
2017-05-04,27089,19693,12,2701,4.3,6,5,2021_08_06-03_32_20_PM
2017-05-09,16768,16880,11,6256,1.5,21,0,2021_08_06-03_32_20_PM
2017-07-24,22366,12525,5,9445,0.6,8,3,2021_08_06-03_32_20_PM
2017-06-24,78366,25125,13,6177,5.6,26,4,2021_08_06-03_32_20_PM
2017-06-03,30377,26318,9,1673,2.9,22,1,2021_08_06-03_32_20_PM
2017-10-13,22482,9813,8,1673,9.3,23,1,2021_08_06-03_32_20_PM
2017-12-11,71577,10471,14,5483,4.5,23,3,2021_08_06-03_32_20_PM
2017-05-03,59227,20215,11,3412,0.9,14,1,2021_08_06-03_32_20_PM
2017-09-07,59981,8452,3,1984,4.5,12,4,2021_08_06-03_32_20_PM
2017-04-04,41752,25038,15,4505,6.4,8,1,2021_08_06-03_32_20_PM
2017-01-02,53182,29762,15,6157,5.3,15,4,2021_08_06-03_32_20_PM
2017-04-15,20317,24746,6,1867,4.7,11,4,2021_08_06-03_32_20_PM
2017-09-25,1699,16327,11,2701,2.4,16,4,2021_08_06-03_32_20_PM
2017-11-23,37585,4655,6,592,8.0,4,4,2021_08_06-03_32_20_PM
2017-01-28,49011,14072,12,3743,5.9,6,5,2021_08_06-03_32_20_PM
2017-10-29,13831,3158,10,5198,2.0,14,2,2021_08_06-03_32_20_PM
2017-06-13,20317,27095,11,7515,1.8,15,1,2021_08_06-03_32_20_PM
2017-04-14,87198,18613,6,9445,1.6,11,2,2021_08_06-03_32_20_PM
2017-07-08,50743,516,14,3743,1.1,3,3,2021_08_06-03_32_20_PM
2017-11-08,86261,7075,3,5186,1.0,19,4,2021_08_06-03_32_20_PM
2017-04-10,73163,17904,5,6177,7.6,27,2,2021_08_06-03_32_20_PM
2017-11-20,75135,7476,1,5483,1.5,16,3,2021_08_06-03_32_20_PM
2017-01-04,83108,14966,14,6864,6.6,1,5,2021_08_06-03_32_20_PM
2017-06-07,71577,25260,15,9777,4.8,20,2,2021_08_06-03_32_20_PM
2017-06-30,11281,13461,9,2123,9.9,22,2,2021_08_06-03_32_20_PM
2017-12-27,19918,27467,11,7515,4.9,25,0,2021_08_06-03_32_20_PM
2017-04-23,2566,3733,3,4724,6.5,25,1,2021_08_06-03_32_20_PM
2017-10-02,1417,17096,6,4644,7.3,22,4,2021_08_06-03_32_20_PM
2017-11-10,71447,6394,15,7793,6.1,23,2,2021_08_06-03_32_20_PM
2017-11-25,19918,27876,14,3541,8.9,5,5,2021_08_06-03_32_20_PM
2017-04-18,4332,6394,6,4132,9.2,14,0,2021_08_06-03_32_20_PM
2017-08-19,71943,14966,14,2657,2.2,26,0,2021_08_06-03_32_20_PM
2017-03-07,85936,24353,9,1565,2.3,8,0,2021_08_06-03_32_20_PM
2017-12-26,26956,4751,1,9651,10.0,15,2,2021_08_06-03_32_20_PM
2017-02-08,58709,11417,7,7916,0.9,23,1,2021_08_06-03_32_20_PM
2017-02-09,82994,7476,2,9159,8.7,12,0,2021_08_06-03_32_20_PM
2017-08-06,59219,28284,8,2123,9.6,21,1,2021_08_06-03_32_20_PM
2017-10-11,15193,17803,4,3720,1.1,23,3,2021_08_06-03_32_20_PM
2017-11-28,73163,12000,15,9869,0.7,26,4,2021_08_06-03_32_20_PM
2017-01-27,21255,6432,13,9777,0.8,1,4,2021_08_06-03_32_20_PM
2017-12-19,53182,11437,14,1984,0.5,16,5,2021_08_06-03_32_20_PM
2017-07-18,77766,17384,11,7403,9.6,7,1,2021_08_06-03_32_20_PM
2017-06-12,48477,7201,2,4823,2.6,12,3,2021_08_06-03_32_20_PM
2017-08-24,66000,20364,5,6177,6.6,29,4,2021_08_06-03_32_20_PM
2017-12-14,37585,1908,9,1673,2.9,29,0,2021_08_06-03_32_20_PM
2017-08-24,75759,3353,1,3541,4.8,9,5,2021_08_06-03_32_20_PM
2017-07-04,69212,8672,2,3412,2.9,27,5,2021_08_06-03_32_20_PM
2017-09-29,2566,14487,3,9869,9.5,18,5,2021_08_06-03_32_20_PM
2017-05-04,84219,10156,4,7403,2.9,20,4,2021_08_06-03_32_20_PM
2017-04-21,41752,7902,5,3541,8.3,4,4,2021_08_06-03_32_20_PM
2017-03-29,1699,23519,13,5465,4.5,7,0,2021_08_06-03_32_20_PM
2017-02-28,26956,21657,1,9445,2.9,27,0,2021_08_06-03_32_20_PM
2017-05-26,5457,11169,12,2657,3.8,28,2,2021_08_06-03_32_20_PM
2017-08-14,59460,23632,5,3541,4.9,28,0,2021_08_06-03_32_20_PM
2017-01-14,53182,3518,15,6177,3.0,18,2,2021_08_06-03_32_20_PM
2017-01-03,85936,2218,8,1673,7.5,10,4,2021_08_06-03_32_20_PM
2017-06-05,79236,7219,8,4644,9.2,29,3,2021_08_06-03_32_20_PM
2017-02-09,77407,25561,8,7515,2.5,5,3,2021_08_06-03_32_20_PM
2017-09-16,84219,18717,7,1565,6.7,6,4,2021_08_06-03_32_20_PM
2017-11-03,45060,14966,5,9280,2.2,8,1,2021_08_06-03_32_20_PM
2017-09-26,73163,23717,2,3366,6.3,20,4,2021_08_06-03_32_20_PM
2017-01-20,1193,9747,8,3352,4.8,6,0,2021_08_06-03_32_20_PM
2017-06-17,78288,15112,13,605,5.3,18,0,2021_08_06-03_32_20_PM
2017-09-10,64906,6414,9,7403,4.8,5,0,2021_08_06-03_32_20_PM
2017-03-30,87548,25834,2,4724,1.9,2,1,2021_08_06-03_32_20_PM
2017-11-07,15464,26423,5,3412,7.7,1,5,2021_08_06-03_32_20_PM
2017-11-28,15464,26625,13,5198,1.1,7,3,2021_08_06-03_32_20_PM
2017-09-30,84219,18608,8,2154,7.2,6,0,2021_08_06-03_32_20_PM
2017-05-20,20317,30038,11,6667,9.2,6,5,2021_08_06-03_32_20_PM
2017-05-25,87316,20417,5,5198,3.0,13,2,2021_08_06-03_32_20_PM
2017-02-03,61663,13461,2,4505,7.9,5,3,2021_08_06-03_32_20_PM
2017-02-27,77078,14072,10,9445,6.3,18,3,2021_08_06-03_32_20_PM
2017-10-15,37585,18939,3,2123,9.8,2,1,2021_08_06-03_32_20_PM
2017-09-27,1841,3365,13,2471,3.6,5,0,2021_08_06-03_32_20_PM
2017-04-15,80796,4121,6,9445,9.3,2,5,2021_08_06-03_32_20_PM
2017-09-21,91126,19725,13,5465,2.1,17,2,2021_08_06-03_32_20_PM
2017-01-10,75759,11627,8,1673,4.2,4,2,2021_08_06-03_32_20_PM
2017-11-05,33996,6833,5,7916,1.8,11,1,2021_08_06-03_32_20_PM
2017-03-05,22482,25840,2,6157,5.8,21,4,2021_08_06-03_32_20_PM
2017-07-03,77078,7935,3,3983,1.6,6,4,2021_08_06-03_32_20_PM
2017-01-31,36779,23588,9,592,7.1,11,3,2021_08_06-03_32_20_PM
2017-07-14,78366,30038,4,3366,9.9,22,1,2021_08_06-03_32_20_PM
2017-07-27,11281,7011,1,9651,9.5,10,0,2021_08_06-03_32_20_PM
2017-11-16,37585,17222,14,3379,8.4,4,4,2021_08_06-03_32_20_PM
2017-10-31,87548,869,15,3510,6.0,9,4,2021_08_06-03_32_20_PM
2017-12-30,61517,1507,3,9651,5.4,11,1,2021_08_06-03_32_20_PM
2017-04-22,15021,3873,4,2123,8.9,16,3,2021_08_06-03_32_20_PM
2017-03-14,52309,28955,15,2701,3.3,14,0,2021_08_06-03_32_20_PM
2017-09-19,91126,17483,1,2471,7.5,11,0,2021_08_06-03_32_20_PM
2017-07-05,50743,22342,1,1673,7.2,18,0,2021_08_06-03_32_20_PM
2017-11-04,7523,4073,9,9722,5.6,8,4,2021_08_06-03_32_20_PM
2017-12-28,75759,14687,3,6864,2.1,6,1,2021_08_06-03_32_20_PM
2017-01-26,53182,11110,6,592,2.5,3,2,2021_08_06-03_32_20_PM
2017-12-20,61663,13162,10,4644,5.4,30,2,2021_08_06-03_32_20_PM
2017-05-07,66000,25840,3,4726,8.2,13,1,2021_08_06-03_32_20_PM
2017-03-16,50743,7476,12,3267,2.2,29,4,2021_08_06-03_32_20_PM
2017-02-21,37936,8452,8,5198,2.3,16,0,2021_08_06-03_32_20_PM
2017-03-01,78288,1545,10,592,4.0,26,4,2021_08_06-03_32_20_PM
2017-03-14,82994,420,6,6177,4.7,28,2,2021_08_06-03_32_20_PM
2017-10-26,77078,4655,11,6177,6.0,16,4,2021_08_06-03_32_20_PM
2017-03-26,1699,3163,5,9445,1.2,22,0,2021_08_06-03_32_20_PM
2017-02-19,15021,489,2,9722,6.7,4,2,2021_08_06-03_32_20_PM
2017-06-05,89155,11745,9,2154,1.8,25,2,2021_08_06-03_32_20_PM
2017-05-27,53166,23175,15,1673,1.2,30,0,2021_08_06-03_32_20_PM
2017-11-29,48477,29639,3,2471,0.7,14,3,2021_08_06-03_32_20_PM
2017-05-13,22482,25125,10,9280,8.9,8,1,2021_08_06-03_32_20_PM
2017-07-25,83108,24230,1,5483,8.5,3,0,2021_08_06-03_32_20_PM
