Product_ID,Product_Name,Product_Category,Color,Cost,Price,Modified_Date
12317,White Group wTs_1794,Books,Lavender,1258.55,1624.36,2021_08_10-07_31_08_PM
13437,Hoover and Sons LjA_8592,"Clothing, Shoes and Jewelry",Black,1211.13,1463.7,2021_08_10-07_31_08_PM
8990,Bowers-Cook yBQ_0620,Musical Instruments,SteelBlue,160.35,203.72,2021_08_10-07_31_08_PM
28427,Smith Inc Aas_9345,Electronics,Silver,4658.57,5691.69,2021_08_10-07_31_08_PM
15238,Pacheco-Kelly umt_1428,Home and Kitchen,DodgerBlue,1955.25,2394.44,2021_08_10-07_31_08_PM
16939,Garcia-Boone NtQ_5309,CDs and Vinyl,Lavender,1766.98,2182.44,2021_08_10-07_31_08_PM
1790,Williams Ltd Ryn_8140,Books,LightSteelBlue,2149.81,2670.64,2021_08_10-07_31_08_PM
7667,Wyatt LLC NZH_1757,Musical Instruments,NavajoWhite,4355.11,4919.01,2021_08_10-07_31_08_PM
4192,Cook LLC WcY_4678,Automotive,Purple,1201.2,1488.82,2021_08_10-07_31_08_PM
13078,"Wells, Cox and Burke qmZ_6061",Musical Instruments,DarkSlateBlue,3734.33,4553.37,2021_08_10-07_31_08_PM
28429,"Myers, Reed and Cox ZkS_7890",Books,GreenYellow,2228.12,2608.38,2021_08_10-07_31_08_PM
88,Johnson Group Dfy_7711,Home and Kitchen,BlueViolet,3943.09,4799.63,2021_08_10-07_31_08_PM
21071,Scott-Johnson GOh_2618,Apps for Android,IndianRed,207.4,260.71,2021_08_10-07_31_08_PM
17758,"Gill, Gray and Mcdonald RDo_4873",CDs and Vinyl,Sienna,3081.81,3927.72,2021_08_10-07_31_08_PM
17497,"Boyd, Carroll and Davis FuF_2839",Apps for Android,Black,3754.07,4557.28,2021_08_10-07_31_08_PM
28284,"Romero, Wheeler and Gentry lmN_1805",Tools and Home Improvement,SeaShell,2734.19,3277.94,2021_08_10-07_31_08_PM
22393,Martin PLC XBX_7944,Pet Supplies,PaleGoldenRod,1946.61,2446.95,2021_08_10-07_31_08_PM
18226,Davila-Banks tWP_4722,Toys and Games,LightCyan,2966.16,3683.95,2021_08_10-07_31_08_PM
1933,Houston-Hill QAg_2629,Toys and Games,DarkSlateBlue,3840.89,4353.91,2021_08_10-07_31_08_PM
4141,Anderson-Clark lra_0358,Health and Personal Care,MediumTurquoise,249.2,278.37,2021_08_10-07_31_08_PM
28492,Wagner LLC dXY_2131,"Patio, Lawn and Garden",AliceBlue,1957.95,2229.05,2021_08_10-07_31_08_PM
7320,Ryan-Mitchell Nqa_1503,Baby,Beige,3830.94,4312.32,2021_08_10-07_31_08_PM
19080,"Paul, Le and Mcdowell uBD_8091",Apps for Android,Linen,4182.0,5306.4,2021_08_10-07_31_08_PM
6726,Gomez PLC bOz_7910,Apps for Android,Bisque,2055.19,2611.04,2021_08_10-07_31_08_PM
15790,Cunningham-Turner WZf_5966,CDs and Vinyl,DarkBlue,783.31,867.89,2021_08_10-07_31_08_PM
8095,Davis-Schneider IrL_0261,Toys and Games,MediumSpringGreen,130.58,145.48,2021_08_10-07_31_08_PM
5014,Martinez Inc TCj_0979,CDs and Vinyl,LightSteelBlue,3757.5,4280.94,2021_08_10-07_31_08_PM
6449,Gonzalez-Jennings WCT_8068,Video Games,SlateGray,759.57,955.31,2021_08_10-07_31_08_PM
28331,"Mcdonald, Martinez and Dickson qlB_6093",Electronics,Magenta,2899.45,3519.24,2021_08_10-07_31_08_PM
18380,Humphrey-Cruz xRc_7104,Digital Music,HoneyDew,4586.62,5092.79,2021_08_10-07_31_08_PM
19960,Watson Group JBJ_1509,Tools and Home Improvement,MediumSlateBlue,2614.52,3169.09,2021_08_10-07_31_08_PM
965,"Dennis, Bailey and Anderson MwK_2843",Pet Supplies,LightPink,1008.35,1202.19,2021_08_10-07_31_08_PM
17439,Brooks-Burnett oaO_9157,Automotive,Aquamarine,2615.28,3220.33,2021_08_10-07_31_08_PM
27294,"Sharp, Hartman and Cruz TZt_5758",Kindle Store,PaleTurquoise,807.02,1047.65,2021_08_10-07_31_08_PM
12685,Warren Group teP_4880,Pet Supplies,FloralWhite,3188.56,3839.45,2021_08_10-07_31_08_PM
20961,Richardson-Johnson nzC_5615,Kindle Store,DarkSalmon,1712.91,1992.16,2021_08_10-07_31_08_PM
26224,Cisneros PLC tsf_1501,Digital Music,GreenYellow,155.38,190.54,2021_08_10-07_31_08_PM
24898,"Cole, Robertson and Payne oJd_3769",Kindle Store,MediumSeaGreen,3967.19,4465.27,2021_08_10-07_31_08_PM
2947,Morales Ltd qDd_3040,"Clothing, Shoes and Jewelry",Yellow,4856.35,5972.56,2021_08_10-07_31_08_PM
12310,Moore-Davis ubD_4821,Tools and Home Improvement,CornflowerBlue,2672.58,3376.26,2021_08_10-07_31_08_PM
21439,Villanueva Inc nSX_4057,Kindle Store,BlanchedAlmond,2575.89,3294.57,2021_08_10-07_31_08_PM
9842,Woods-Mosley tdl_9168,Automotive,LightGoldenRodYellow,4951.86,6072.96,2021_08_10-07_31_08_PM
7142,Johnson PLC FdU_5788,Automotive,SlateGray,3671.32,4702.36,2021_08_10-07_31_08_PM
18836,Neal Ltd xxK_8043,Beauty,Magenta,2761.08,3304.17,2021_08_10-07_31_08_PM
29223,Davis and Sons mXj_2640,Tools and Home Improvement,DarkBlue,1002.46,1245.5,2021_08_10-07_31_08_PM
13935,"Castro, Best and Weiss elU_7195",Cell Phones and Accessories,DarkGoldenRod,3641.84,4256.62,2021_08_10-07_31_08_PM
22867,Alvarado-Kemp yDM_2033,"Patio, Lawn and Garden",BlanchedAlmond,4875.18,6133.43,2021_08_10-07_31_08_PM
9775,Johnson LLC QGo_1934,Grocery and Gourmet Food,Olive,263.64,298.67,2021_08_10-07_31_08_PM
13489,Burgess and Sons Mzx_4150,"Clothing, Shoes and Jewelry",DeepSkyBlue,3182.47,3731.6,2021_08_10-07_31_08_PM
21454,"Wilson, Smith and Scott ogL_2715","Patio, Lawn and Garden",HoneyDew,1711.86,2131.93,2021_08_10-07_31_08_PM
20455,Taylor-Hernandez tJB_6813,Video Games,PaleGreen,3187.09,3978.83,2021_08_10-07_31_08_PM
861,Moore LLC IwW_8632,Cell Phones and Accessories,PaleGreen,4249.64,5407.18,2021_08_10-07_31_08_PM
697,Olson Inc HLL_5740,Electronics,MediumVioletRed,136.96,170.55,2021_08_10-07_31_08_PM
4146,Miranda PLC drs_3559,Apps for Android,HotPink,1205.14,1507.59,2021_08_10-07_31_08_PM
1290,Chang-Watson qZt_7257,Electronics,BurlyWood,2551.21,2809.0,2021_08_10-07_31_08_PM
12881,Howell Group Ypk_5367,Instant Video,Bisque,3398.06,3859.41,2021_08_10-07_31_08_PM
19790,Lewis Ltd vre_8744,Office Products,Chocolate,712.39,890.7,2021_08_10-07_31_08_PM
13700,Reed-Simmons rGC_3761,Home and Kitchen,BlanchedAlmond,3080.56,3931.3,2021_08_10-07_31_08_PM
28270,Fuller Group uII_8022,Movies and TV,LimeGreen,2490.98,3061.35,2021_08_10-07_31_08_PM
18533,Anderson-Welch RQu_2765,Video Games,Orange,4328.96,5517.05,2021_08_10-07_31_08_PM
5746,Peterson Inc AUC_4083,CDs and Vinyl,RosyBrown,1187.96,1358.41,2021_08_10-07_31_08_PM
18161,Davis Ltd pST_4069,Cell Phones and Accessories,Orange,4330.13,5359.37,2021_08_10-07_31_08_PM
1161,Johnson-Gonzalez xai_2717,Books,Brown,2235.37,2808.45,2021_08_10-07_31_08_PM
22954,White Inc wta_9487,Tools and Home Improvement,HotPink,4435.81,5717.7,2021_08_10-07_31_08_PM
1489,Walsh PLC OnK_4479,Grocery and Gourmet Food,LightSeaGreen,4905.2,6182.97,2021_08_10-07_31_08_PM
14899,Chambers Group pDk_8631,Automotive,LightSkyBlue,543.57,639.44,2021_08_10-07_31_08_PM
21050,Moran-Johnson DPY_5670,Books,DarkBlue,3615.87,4678.74,2021_08_10-07_31_08_PM
27958,"Murray, Larson and Gonzalez dnu_8146",Office Products,FloralWhite,2615.93,3219.52,2021_08_10-07_31_08_PM
21864,"Vega, Reed and Herman BxF_2797",Baby,SaddleBrown,238.28,300.36,2021_08_10-07_31_08_PM
17871,"Espinoza, Thompson and Little tyQ_6538",Home and Kitchen,OrangeRed,1482.9,1904.84,2021_08_10-07_31_08_PM
18277,"Avila, Copeland and Nelson oZD_8227",Automotive,MidnightBlue,4228.85,5208.54,2021_08_10-07_31_08_PM
28662,Wright LLC TBw_1652,Musical Instruments,Pink,4340.47,5179.36,2021_08_10-07_31_08_PM
11089,Howell LLC LUM_5964,Baby,Moccasin,3926.6,4491.17,2021_08_10-07_31_08_PM
27445,Hernandez Group TEg_0502,Digital Music,MediumSpringGreen,4123.51,5232.43,2021_08_10-07_31_08_PM
8085,Stewart Ltd oZo_5600,Kindle Store,MediumPurple,3673.27,4495.62,2021_08_10-07_31_08_PM
13500,Ward Group lEs_8220,Books,Pink,110.39,140.33,2021_08_10-07_31_08_PM
10809,"Martinez, Harvey and Wade BMf_5971",CDs and Vinyl,SlateGray,3201.53,3821.84,2021_08_10-07_31_08_PM
7313,Carson Group lYZ_5620,Instant Video,Tomato,2699.58,3411.84,2021_08_10-07_31_08_PM
7912,"Orozco, Burton and Welch dkR_7212",Automotive,LimeGreen,3380.33,4049.42,2021_08_10-07_31_08_PM
18708,Davis Ltd Kcy_5402,Movies and TV,DarkOrange,4661.85,5207.05,2021_08_10-07_31_08_PM
22884,"Freeman, Leach and Lloyd jSl_4823",Tools and Home Improvement,SlateGray,2220.24,2781.5,2021_08_10-07_31_08_PM
355,Warren-Caldwell vZq_9622,Instant Video,DarkKhaki,487.63,542.08,2021_08_10-07_31_08_PM
18075,"Wu, Berry and Barajas wYd_9269",Video Games,DarkMagenta,4647.63,5745.02,2021_08_10-07_31_08_PM
9297,Grant LLC DYZ_1441,CDs and Vinyl,Aquamarine,744.81,894.54,2021_08_10-07_31_08_PM
3311,Austin Ltd GnE_9727,Digital Music,DarkOliveGreen,2690.03,3275.46,2021_08_10-07_31_08_PM
21324,Coleman-Long yFm_3818,Instant Video,Bisque,2765.41,3428.46,2021_08_10-07_31_08_PM
23643,Orr Ltd Jmt_6045,Cell Phones and Accessories,Salmon,4856.9,5753.32,2021_08_10-07_31_08_PM
1405,Carter and Sons NoC_0646,Home and Kitchen,Purple,3219.67,3951.23,2021_08_10-07_31_08_PM
20434,Patterson and Sons ftV_8267,Home and Kitchen,MediumPurple,677.22,879.01,2021_08_10-07_31_08_PM
13630,Atkinson-Powers OEI_0169,Pet Supplies,SlateGray,4074.77,4502.51,2021_08_10-07_31_08_PM
13975,Thomas-Hernandez DMY_0128,Instant Video,LightSlateGray,322.57,406.3,2021_08_10-07_31_08_PM
10651,"Snyder, Wells and Allen cPm_2654",Musical Instruments,OliveDrab,274.95,332.69,2021_08_10-07_31_08_PM
20886,Beard and Sons JqB_4268,Cell Phones and Accessories,WhiteSmoke,3227.32,3933.32,2021_08_10-07_31_08_PM
29569,Green and Sons KDo_3271,Health and Personal Care,DarkOliveGreen,194.89,229.0,2021_08_10-07_31_08_PM
24760,"Brock, Ortiz and Nguyen OHk_6939",Movies and TV,DarkCyan,4214.74,5326.59,2021_08_10-07_31_08_PM
28221,"Ruiz, Martin and Johnson xfr_8534",Automotive,Lavender,1927.94,2427.6,2021_08_10-07_31_08_PM
22651,"Golden, Todd and Best npL_6218",Beauty,SlateGray,3577.48,3970.67,2021_08_10-07_31_08_PM
4246,Mccarthy-Vaughn iRp_1662,Grocery and Gourmet Food,MediumVioletRed,2894.88,3453.35,2021_08_10-07_31_08_PM
18241,Dominguez PLC QwF_6950,Instant Video,DarkCyan,1678.47,2099.31,2021_08_10-07_31_08_PM
11340,"Patterson, Gomez and Howell XtR_5901",Movies and TV,BlueViolet,3880.17,4339.63,2021_08_10-07_31_08_PM
1850,Stark-Murray HYP_6091,Health and Personal Care,HoneyDew,4542.04,5135.03,2021_08_10-07_31_08_PM
19604,Pitts-Flores LGG_4152,Electronics,Peru,1645.74,1938.25,2021_08_10-07_31_08_PM
12335,Hart PLC MWD_4986,Digital Music,FloralWhite,3294.62,4262.15,2021_08_10-07_31_08_PM
27018,"Phillips, Mcfarland and Bennett EOY_9879",Instant Video,Snow,1052.31,1299.67,2021_08_10-07_31_08_PM
4349,Hinton-Lynn xdn_0381,Kindle Store,Salmon,3725.69,4351.21,2021_08_10-07_31_08_PM
24091,"Thomas, Jenkins and Thomas iAr_6934","Clothing, Shoes and Jewelry",HotPink,4135.12,5361.65,2021_08_10-07_31_08_PM
12686,Marsh-Castillo XHl_4725,Apps for Android,LemonChiffon,1079.15,1287.41,2021_08_10-07_31_08_PM
2601,"Avila, Pierce and Sanders KAA_0551",Movies and TV,DarkRed,3795.07,4499.21,2021_08_10-07_31_08_PM
22221,Williams-Underwood rkn_5945,Apps for Android,Crimson,3706.6,4784.87,2021_08_10-07_31_08_PM
17533,Lutz Ltd CZU_6619,Toys and Games,Sienna,2312.38,2649.58,2021_08_10-07_31_08_PM
29055,"Kim, Wilson and Baird JJL_4818",Tools and Home Improvement,LightSteelBlue,1378.58,1756.38,2021_08_10-07_31_08_PM
4254,Duarte Inc lxG_3740,Grocery and Gourmet Food,Blue,2303.0,2639.79,2021_08_10-07_31_08_PM
5868,Campbell-Cruz wGi_5421,Grocery and Gourmet Food,Brown,2236.47,2861.42,2021_08_10-07_31_08_PM
24066,Castro Inc xGi_0972,CDs and Vinyl,MediumBlue,1362.68,1640.97,2021_08_10-07_31_08_PM
29647,Adams-Roberson xke_0862,Musical Instruments,Turquoise,1395.62,1721.46,2021_08_10-07_31_08_PM
14438,"Mcdonald, Lynch and Dixon znq_9763",Digital Music,LimeGreen,3050.74,3870.03,2021_08_10-07_31_08_PM
15797,Martinez-Sanchez vcl_9830,Apps for Android,HotPink,1724.29,2127.93,2021_08_10-07_31_08_PM
13908,Bonilla-Smith RNO_0648,Apps for Android,Chocolate,1591.34,2053.89,2021_08_10-07_31_08_PM
27247,Harris-Johnson BSx_6305,Home and Kitchen,Azure,590.56,667.2,2021_08_10-07_31_08_PM
6625,Norris-Hutchinson Bgu_8819,Apps for Android,MediumSpringGreen,2895.41,3691.54,2021_08_10-07_31_08_PM
11525,Rodriguez Ltd Upv_3688,"Patio, Lawn and Garden",PeachPuff,4575.61,5850.43,2021_08_10-07_31_08_PM
25276,Diaz-Hill kzA_0568,Electronics,PaleGreen,1085.32,1261.4,2021_08_10-07_31_08_PM
7451,Collins LLC def_6110,Automotive,Gold,468.74,537.56,2021_08_10-07_31_08_PM
13259,"Gaines, Little and Wilson XQV_3999",Pet Supplies,DarkSalmon,3593.48,4063.44,2021_08_10-07_31_08_PM
15400,Wilkins-Rose ZBL_3601,"Patio, Lawn and Garden",YellowGreen,1837.97,2168.66,2021_08_10-07_31_08_PM
28831,"Collins, Brown and Ward qMQ_8741",Movies and TV,GoldenRod,3487.13,4200.37,2021_08_10-07_31_08_PM
6549,Roman-James rub_1094,"Clothing, Shoes and Jewelry",Plum,1906.67,2318.92,2021_08_10-07_31_08_PM
20727,"Wilson, Pennington and Fuller Fss_8850",Digital Music,Indigo,4008.31,4946.08,2021_08_10-07_31_08_PM
28663,Parker-Kane IEH_5169,Video Games,Moccasin,3513.05,3957.6,2021_08_10-07_31_08_PM
19002,"Sanchez, Moses and Cooley ANl_7417","Clothing, Shoes and Jewelry",OrangeRed,3220.79,4114.0,2021_08_10-07_31_08_PM
3179,Jackson and Sons SwJ_7823,"Patio, Lawn and Garden",BurlyWood,185.35,209.03,2021_08_10-07_31_08_PM
11433,"Rowe, Hayes and Mendez KhR_6991","Clothing, Shoes and Jewelry",LightSeaGreen,3819.58,4674.41,2021_08_10-07_31_08_PM
6193,Jenkins-Collins vKm_7495,Books,DarkMagenta,4166.21,5012.11,2021_08_10-07_31_08_PM
10202,Mosley Group hep_4625,Home and Kitchen,DarkGreen,411.17,465.08,2021_08_10-07_31_08_PM
11736,Johnson-Preston bnI_5518,Grocery and Gourmet Food,LightSteelBlue,2372.89,2798.34,2021_08_10-07_31_08_PM
21558,White Inc EGQ_9427,Kindle Store,Turquoise,106.31,129.77,2021_08_10-07_31_08_PM
12529,Wilson Inc JzU_2507,Cell Phones and Accessories,SeaGreen,311.07,358.43,2021_08_10-07_31_08_PM
26624,Reese-Vega SeL_7941,Toys and Games,FireBrick,333.14,429.22,2021_08_10-07_31_08_PM
15757,Walls LLC fmg_9457,Office Products,LightSeaGreen,3550.83,4600.5,2021_08_10-07_31_08_PM
25999,Higgins-Villa nwW_3321,Pet Supplies,Green,3112.45,3693.72,2021_08_10-07_31_08_PM
7095,Williamson-Rush juH_3231,Apps for Android,DeepSkyBlue,3194.47,3669.08,2021_08_10-07_31_08_PM
7496,"Thomas, Leblanc and Luna XBQ_7865",Digital Music,Violet,2960.07,3284.51,2021_08_10-07_31_08_PM
8132,Arias-Smith Ryy_4533,Kindle Store,DodgerBlue,4380.72,5331.97,2021_08_10-07_31_08_PM
7923,Evans Ltd Yoj_9853,Health and Personal Care,AliceBlue,1665.01,2122.98,2021_08_10-07_31_08_PM
21243,Morris-Myers pNR_9764,Tools and Home Improvement,Lavender,149.33,170.83,2021_08_10-07_31_08_PM
14510,Taylor PLC vPi_5986,Books,LightSalmon,3811.29,4917.54,2021_08_10-07_31_08_PM
2430,Mercado Inc RUM_1888,Instant Video,LightSlateGray,2492.67,2747.37,2021_08_10-07_31_08_PM
17114,Wright-Ellis foi_1655,Kindle Store,Brown,3825.25,4622.96,2021_08_10-07_31_08_PM
9880,Owens-Wilson jJP_3209,Health and Personal Care,PaleVioletRed,4421.88,5067.9,2021_08_10-07_31_08_PM
23033,Flores-Johnson JXK_4166,Health and Personal Care,OliveDrab,1729.72,2032.69,2021_08_10-07_31_08_PM
13363,"Lee, Martin and Ford yGp_6440",Cell Phones and Accessories,Purple,4597.93,5262.42,2021_08_10-07_31_08_PM
12510,Warren Ltd jep_6871,Apps for Android,DarkGoldenRod,324.28,384.52,2021_08_10-07_31_08_PM
13696,"Jordan, Patel and Blair SLH_4610",Sports and Outdoors,AliceBlue,412.68,456.01,2021_08_10-07_31_08_PM
16827,Lewis Group aHy_3733,Apps for Android,Orchid,4725.75,5531.71,2021_08_10-07_31_08_PM
13284,Flores Ltd VId_3737,Baby,DarkCyan,628.8,721.53,2021_08_10-07_31_08_PM
22079,"Smith, Johnson and Rowe Sbb_1002",Video Games,Turquoise,1545.89,1715.36,2021_08_10-07_31_08_PM
27178,Harris Ltd zvz_4263,Apps for Android,Chartreuse,2950.7,3307.81,2021_08_10-07_31_08_PM
13530,"Robbins, Munoz and Wiggins zWl_9394",Video Games,MistyRose,3060.86,3727.77,2021_08_10-07_31_08_PM
23820,Harris-Jones Iyv_7195,Health and Personal Care,DarkOrange,4462.43,5636.68,2021_08_10-07_31_08_PM
13952,Clayton Inc UcZ_6681,Grocery and Gourmet Food,MediumOrchid,2135.73,2355.83,2021_08_10-07_31_08_PM
7231,Williams-Myers fHw_2059,Baby,Ivory,3129.86,3468.83,2021_08_10-07_31_08_PM
7270,Hart Inc EkA_4202,Baby,Plum,1915.31,2108.05,2021_08_10-07_31_08_PM
11104,Stevens-Prince Hrb_2685,Musical Instruments,White,3345.8,4292.54,2021_08_10-07_31_08_PM
27,"Garcia, Roman and Murphy JsS_2871",Sports and Outdoors,Gray,2853.62,3423.52,2021_08_10-07_31_08_PM
21339,Horton-Goodwin nkP_5971,Books,SlateBlue,4923.99,5985.49,2021_08_10-07_31_08_PM
9445,Mendoza-Lynn bae_7136,Cell Phones and Accessories,MediumVioletRed,2291.49,2530.71,2021_08_10-07_31_08_PM
29165,Wilson LLC SnU_5425,Cell Phones and Accessories,Gold,2400.34,2671.22,2021_08_10-07_31_08_PM
18354,"Brooks, Rowe and Thompson RwT_7863",Beauty,LightSalmon,505.61,619.91,2021_08_10-07_31_08_PM
1520,"Jackson, Gutierrez and Perkins LKF_5523",Apps for Android,SeaGreen,2482.87,3098.64,2021_08_10-07_31_08_PM
9788,"Wilkins, Wright and Marshall KPK_8034",Health and Personal Care,PowderBlue,2360.34,2712.87,2021_08_10-07_31_08_PM
26724,Houston-Smith aSd_6881,Musical Instruments,DarkKhaki,326.6,407.56,2021_08_10-07_31_08_PM
9330,"Edwards, Sanchez and May gqV_4149",Video Games,Coral,506.84,644.85,2021_08_10-07_31_08_PM
28102,Vaughan-Klein oYB_5713,Home and Kitchen,SkyBlue,1652.96,2038.95,2021_08_10-07_31_08_PM
5485,"Martinez, Hutchinson and Yang yOJ_4066",Digital Music,LightCyan,4880.74,5740.97,2021_08_10-07_31_08_PM
3204,Green-Brandt kDu_1175,"Patio, Lawn and Garden",PaleGreen,1309.45,1452.72,2021_08_10-07_31_08_PM
9583,"Scott, Thompson and Mitchell Ruw_6953",Instant Video,PapayaWhip,1073.47,1234.06,2021_08_10-07_31_08_PM
2142,Lewis PLC hIV_5330,Cell Phones and Accessories,Silver,4481.63,5645.61,2021_08_10-07_31_08_PM
30222,Morrison Ltd VoZ_9162,Video Games,Magenta,1506.45,1914.91,2021_08_10-07_31_08_PM
22151,Tucker-Contreras pFm_1084,"Patio, Lawn and Garden",Wheat,1179.41,1313.9,2021_08_10-07_31_08_PM
12076,"Brown, Burgess and Dennis Oar_4876",Musical Instruments,MediumSlateBlue,163.01,206.52,2021_08_10-07_31_08_PM
15699,Smith Ltd UlN_2717,Toys and Games,PaleTurquoise,3074.67,3696.07,2021_08_10-07_31_08_PM
18031,Mack Ltd pUS_6789,Electronics,OliveDrab,4667.64,5200.63,2021_08_10-07_31_08_PM
25725,Obrien PLC uBJ_2840,Books,SkyBlue,3355.33,4011.65,2021_08_10-07_31_08_PM
20174,"Cruz, Williams and Hoffman jnk_9206",Toys and Games,Ivory,2367.98,3035.95,2021_08_10-07_31_08_PM
16330,Johnson-Ellison zLf_7264,Health and Personal Care,Fuchsia,4869.28,5928.49,2021_08_10-07_31_08_PM
11627,Clark and Sons xGV_8605,Tools and Home Improvement,DarkRed,996.09,1182.39,2021_08_10-07_31_08_PM
7649,Phillips PLC uZi_0794,Toys and Games,DarkGreen,532.11,686.03,2021_08_10-07_31_08_PM
12894,Schmidt Group Jrw_6712,Pet Supplies,DarkMagenta,3949.89,4397.22,2021_08_10-07_31_08_PM
20972,Gonzales Group ITu_3312,Kindle Store,Cyan,4063.65,4676.7,2021_08_10-07_31_08_PM
19483,Figueroa-Butler huO_4562,Apps for Android,PapayaWhip,2860.78,3620.58,2021_08_10-07_31_08_PM
4312,"Vang, Sawyer and Garcia Mcd_6540",Books,SaddleBrown,587.42,740.72,2021_08_10-07_31_08_PM
24084,Gomez Inc sDd_8781,Musical Instruments,Olive,4740.65,5246.51,2021_08_10-07_31_08_PM
1505,Ortiz PLC iTU_6915,Video Games,FloralWhite,2859.33,3244.5,2021_08_10-07_31_08_PM
17168,"Martin, Wilson and Holt MCR_7955",Cell Phones and Accessories,SteelBlue,4916.03,5826.0,2021_08_10-07_31_08_PM
692,Sanders PLC ooM_8061,Automotive,Crimson,4307.74,4742.1,2021_08_10-07_31_08_PM
19823,Cook and Sons nfx_2244,Grocery and Gourmet Food,Brown,593.49,761.36,2021_08_10-07_31_08_PM
2127,Miller-Cook xGW_3989,Pet Supplies,PaleTurquoise,4545.44,5407.63,2021_08_10-07_31_08_PM
24574,"Dixon, Rodriguez and Rivas Xdo_3154",Electronics,Tomato,1458.53,1753.44,2021_08_10-07_31_08_PM
10046,Patterson-Lopez pWj_4516,Instant Video,DarkGray,1941.7,2406.0,2021_08_10-07_31_08_PM
6417,"Barnes, Briggs and Brennan Fxt_9487",Grocery and Gourmet Food,OrangeRed,3354.61,3852.83,2021_08_10-07_31_08_PM
10772,Meyer-Poole hZh_0097,Baby,DarkSlateGray,519.83,611.81,2021_08_10-07_31_08_PM
29148,Yates-Trujillo abT_1395,Office Products,LightSalmon,1930.85,2408.74,2021_08_10-07_31_08_PM
23258,"Williams, Sims and Smith YyK_3904",CDs and Vinyl,DarkGreen,1877.61,2434.07,2021_08_10-07_31_08_PM
15150,"Morgan, Bright and Patrick TdQ_2167",Video Games,MediumVioletRed,1610.86,2081.61,2021_08_10-07_31_08_PM
1886,"Weber, Williams and Green tPe_2824",Electronics,RoyalBlue,4118.64,5015.12,2021_08_10-07_31_08_PM
29720,"Larsen, Estrada and Campbell MTy_9741","Patio, Lawn and Garden",DarkTurquoise,3683.0,4072.84,2021_08_10-07_31_08_PM
20544,Reilly-Gray Bfe_8307,Video Games,PowderBlue,2206.98,2530.54,2021_08_10-07_31_08_PM
18699,"Campbell, Haynes and Johnson LeC_7747",Kindle Store,Ivory,2570.83,3253.51,2021_08_10-07_31_08_PM
5016,"Riddle, Thornton and Moses yNE_0664",Health and Personal Care,Chocolate,1660.85,1930.2,2021_08_10-07_31_08_PM
3587,Sullivan LLC nWl_3163,Books,MintCream,1852.98,2369.61,2021_08_10-07_31_08_PM
6232,"Bird, Jackson and Romero SFM_3636",Home and Kitchen,LightSteelBlue,125.43,159.19,2021_08_10-07_31_08_PM
9771,"Evans, Smith and Houston bNw_1572",Baby,SaddleBrown,4889.56,5664.16,2021_08_10-07_31_08_PM
16752,Rhodes-Fernandez UuO_5154,Automotive,Gold,2960.29,3295.28,2021_08_10-07_31_08_PM
27766,"Ortiz, Kim and Smith NTX_9872","Clothing, Shoes and Jewelry",MediumBlue,3696.37,4697.59,2021_08_10-07_31_08_PM
24270,Robinson-Zavala UIC_5094,Musical Instruments,Gray,3937.4,4650.48,2021_08_10-07_31_08_PM
15998,"Chung, Dudley and Cox Mzv_5291",Office Products,Silver,2772.68,3266.82,2021_08_10-07_31_08_PM
26855,"White, Stewart and Velasquez scH_0874",CDs and Vinyl,DarkOliveGreen,480.43,542.88,2021_08_10-07_31_08_PM
20229,Perry-Wright xWN_8295,Sports and Outdoors,MediumSeaGreen,615.17,738.42,2021_08_10-07_31_08_PM
23215,Martin-Anderson mTN_7965,CDs and Vinyl,LightSteelBlue,2364.51,2772.04,2021_08_10-07_31_08_PM
9355,Johnson PLC qee_5376,Sports and Outdoors,AntiqueWhite,2489.58,3131.03,2021_08_10-07_31_08_PM
10714,Cook-Berry hJe_4757,Grocery and Gourmet Food,MidnightBlue,332.41,392.02,2021_08_10-07_31_08_PM
26175,Garcia-Berry dHG_3791,CDs and Vinyl,Beige,4538.62,5244.43,2021_08_10-07_31_08_PM
27702,"Jones, Jimenez and Graham Tky_6388",Toys and Games,MistyRose,1097.61,1304.22,2021_08_10-07_31_08_PM
17514,Benson-Arnold cFF_0933,Electronics,SaddleBrown,2337.19,2825.44,2021_08_10-07_31_08_PM
8470,Davis Ltd Xwp_0810,Baby,NavajoWhite,3009.71,3429.69,2021_08_10-07_31_08_PM
14888,Garcia Inc OMr_9615,Video Games,LightSeaGreen,1613.32,1777.71,2021_08_10-07_31_08_PM
24901,"Campos, Chang and Wang cEV_3272",Tools and Home Improvement,SandyBrown,791.05,876.23,2021_08_10-07_31_08_PM
15492,Holloway and Sons RNn_7228,Automotive,LightCoral,1123.01,1260.3,2021_08_10-07_31_08_PM
25304,Nguyen Ltd PTM_9978,Movies and TV,Lavender,3239.52,4075.95,2021_08_10-07_31_08_PM
27368,"Lee, Coleman and Wallace FGY_6473",Cell Phones and Accessories,LemonChiffon,3321.37,3876.28,2021_08_10-07_31_08_PM
10805,"Lloyd, Perry and Walter pjO_8263",Kindle Store,MediumSlateBlue,3632.81,4285.29,2021_08_10-07_31_08_PM
5238,Smith-Austin rhu_6534,Digital Music,RosyBrown,4218.27,5248.68,2021_08_10-07_31_08_PM
24382,Diaz LLC WVR_7765,Grocery and Gourmet Food,OliveDrab,4043.92,4466.22,2021_08_10-07_31_08_PM
